A,B,W
AB470016,Asunaprevir,1.3647853135283898
AB470016,Grazoprevir,1.3647853135283898
AB470016,Elbasvir,1.3647853135283898
AB470016,Hepatitis A Vaccine,1.3647853135283898
AB470016,Dasabuvir,1.3647853135283898
AB470016,Ledipasvir,1.3647853135283898
AB470016,Boceprevir,1.3647853135283898
AB470016,CTS-1027,1.2965460478519706
AB470016,Telaprevir,1.3647853135283898
AB470016,Buprenorphine,1.3647853135283898
AB470016,Methadone,1.3647853135283898
AB470016,Peginterferon alfa-2b,1.3647853135283898
AB470016,Peginterferon alfa-2a,1.3647853135283898
KR675384,Glecaprevir,1.3648176643163157
KR675384,Pibrentasvir,1.3648176643163157
KR675384,Velpatasvir,1.3648176643163157
KR675384,Asunaprevir,1.3648176643163157
KR675384,Grazoprevir,1.3648176643163157
KR675384,Elbasvir,1.3648176643163157
KR675384,Hepatitis A Vaccine,1.3648176643163157
KR675384,Dasabuvir,1.3648176643163157
KR675384,Ledipasvir,1.3648176643163157
KR675384,Boceprevir,1.3648176643163157
KR675384,CTS-1027,1.2965767811004998
KR675384,Telaprevir,1.3648176643163157
KR675384,Buprenorphine,1.3648176643163157
KR675384,Methadone,1.3648176643163157
KR675384,Peginterferon alfa-2b,1.3648176643163157
KR675384,Peginterferon alfa-2a,1.3648176643163157
KX112526,Glecaprevir,1.364906076641646
KX112526,Pibrentasvir,1.364906076641646
KX112526,Velpatasvir,1.364906076641646
KX112526,Asunaprevir,1.364906076641646
KX112526,Grazoprevir,1.364906076641646
KX112526,Elbasvir,1.364906076641646
KX112526,Hepatitis A Vaccine,1.364906076641646
KX112526,Dasabuvir,1.364906076641646
KX112526,Ledipasvir,1.364906076641646
KX112526,Boceprevir,1.364906076641646
KX112526,CTS-1027,1.2966607728095636
KX112526,Telaprevir,1.364906076641646
KX112526,Buprenorphine,1.364906076641646
KX112526,Methadone,1.364906076641646
KX112526,Peginterferon alfa-2b,1.364906076641646
KX112526,Peginterferon alfa-2a,1.364906076641646
AY272842,Glecaprevir,1.3660419544458644
AY272842,Pibrentasvir,1.3660419544458644
AY272842,Velpatasvir,1.3660419544458644
AY272842,Asunaprevir,1.3660419544458644
AY272842,Grazoprevir,1.3660419544458644
AY272842,Elbasvir,1.3660419544458644
AY272842,Hepatitis A Vaccine,1.3660419544458644
AY272842,Dasabuvir,1.3660419544458644
AY272842,Ledipasvir,1.3660419544458644
AY272842,Boceprevir,1.3660419544458644
AY272842,CTS-1027,1.2977398567235712
AY272842,Telaprevir,1.3660419544458644
AY272842,Buprenorphine,1.3660419544458644
AY272842,Methadone,1.3660419544458644
AY272842,Peginterferon alfa-2b,1.3660419544458644
AY272842,Peginterferon alfa-2a,1.3660419544458644
AB516714,"Rabies virus inactivated antigen, A",1.2777028060947164
AY381931,Glecaprevir,1.3690821898796324
AY381931,Pibrentasvir,1.3690821898796324
AY381931,Velpatasvir,1.3690821898796324
AY381931,Asunaprevir,1.3690821898796324
AY381931,Grazoprevir,1.3690821898796324
AY381931,Elbasvir,1.3690821898796324
AY381931,Hepatitis A Vaccine,1.3690821898796324
AY381931,Dasabuvir,1.3690821898796324
AY381931,Ledipasvir,1.3690821898796324
AY381931,Boceprevir,1.3690821898796324
AY381931,CTS-1027,1.3006280803856507
AY381931,Telaprevir,1.3690821898796324
AY381931,Buprenorphine,1.3690821898796324
AY381931,Methadone,1.3690821898796324
AY381931,Peginterferon alfa-2b,1.3690821898796324
AY381931,Peginterferon alfa-2a,1.3690821898796324
AY272503,Glecaprevir,1.3695168999794798
AY272503,Pibrentasvir,1.3695168999794798
AY272503,Velpatasvir,1.3695168999794798
AY272503,Asunaprevir,1.3695168999794798
AY272503,Grazoprevir,1.3695168999794798
AY272503,Elbasvir,1.3695168999794798
AY272503,Hepatitis A Vaccine,1.3695168999794798
AY272503,Dasabuvir,1.3695168999794798
AY272503,Ledipasvir,1.3695168999794798
AY272503,Boceprevir,1.3695168999794798
AY272503,CTS-1027,1.3010410549805058
AY272503,Telaprevir,1.3695168999794798
AY272503,Buprenorphine,1.3695168999794798
AY272503,Methadone,1.3695168999794798
AY272503,Peginterferon alfa-2b,1.3695168999794798
AY272503,Peginterferon alfa-2a,1.3695168999794798
AB978341,Palivizumab,1.3667463351094824
AY378810,Glecaprevir,1.3705401526681094
AY378810,Pibrentasvir,1.3705401526681094
AY378810,Velpatasvir,1.3705401526681094
AY378810,Asunaprevir,1.3705401526681094
AY378810,Grazoprevir,1.3705401526681094
AY378810,Elbasvir,1.3705401526681094
AY378810,Hepatitis A Vaccine,1.3705401526681094
AY378810,Dasabuvir,1.3705401526681094
AY378810,Ledipasvir,1.3705401526681094
AY378810,Boceprevir,1.3705401526681094
AY378810,CTS-1027,1.3020131450347041
AY378810,Telaprevir,1.3705401526681094
AY378810,Buprenorphine,1.3705401526681094
AY378810,Methadone,1.3705401526681094
AY378810,Peginterferon alfa-2b,1.3705401526681094
AY378810,Peginterferon alfa-2a,1.3705401526681094
MG451285,Rotavirus vaccine,1.45336548677995
AY600740,Glecaprevir,1.3731961007249591
AY600740,Pibrentasvir,1.3731961007249591
AY600740,Velpatasvir,1.3731961007249591
AY600740,Asunaprevir,1.3731961007249591
AY600740,Grazoprevir,1.3731961007249591
AY600740,Elbasvir,1.3731961007249591
AY600740,Hepatitis A Vaccine,1.3731961007249591
AY600740,Dasabuvir,1.3731961007249591
AY600740,Ledipasvir,1.3731961007249591
AY600740,Boceprevir,1.3731961007249591
AY600740,CTS-1027,1.3045362956887108
AY600740,Telaprevir,1.3731961007249591
AY600740,Buprenorphine,1.3731961007249591
AY600740,Methadone,1.3731961007249591
AY600740,Peginterferon alfa-2b,1.3731961007249591
AY600740,Peginterferon alfa-2a,1.3731961007249591
AB544127,"Rabies virus inactivated antigen, A",1.2850041343195835
MG788506,Rotavirus vaccine,1.4547265764681665
AF547591,Glecaprevir,1.3746059682172769
AF547591,Pibrentasvir,1.3746059682172769
AF547591,Velpatasvir,1.3746059682172769
AF547591,Asunaprevir,1.3746059682172769
AF547591,Grazoprevir,1.3746059682172769
AF547591,Elbasvir,1.3746059682172769
AF547591,Hepatitis A Vaccine,1.3746059682172769
AF547591,Dasabuvir,1.3746059682172769
AF547591,Ledipasvir,1.3746059682172769
AF547591,Boceprevir,1.3746059682172769
AF547591,CTS-1027,1.3058756698064131
AF547591,Telaprevir,1.3746059682172769
AF547591,Buprenorphine,1.3746059682172769
AF547591,Methadone,1.3746059682172769
AF547591,Peginterferon alfa-2b,1.3746059682172769
AF547591,Peginterferon alfa-2a,1.3746059682172769
AY600640,Glecaprevir,1.3746096074159588
AY600640,Pibrentasvir,1.3746096074159588
AY600640,Velpatasvir,1.3746096074159588
AY600640,Asunaprevir,1.3746096074159588
AY600640,Grazoprevir,1.3746096074159588
AY600640,Elbasvir,1.3746096074159588
AY600640,Hepatitis A Vaccine,1.3746096074159588
AY600640,Dasabuvir,1.3746096074159588
AY600640,Ledipasvir,1.3746096074159588
AY600640,Boceprevir,1.3746096074159588
AY600640,CTS-1027,1.3058791270451608
AY600640,Telaprevir,1.3746096074159588
AY600640,Buprenorphine,1.3746096074159588
AY600640,Methadone,1.3746096074159588
AY600640,Peginterferon alfa-2b,1.3746096074159588
AY600640,Peginterferon alfa-2a,1.3746096074159588
MG451306,Rotavirus vaccine,1.4549989763585156
AB307307,"Rabies virus inactivated antigen, A",1.2858289315496003
AF388449,Glecaprevir,1.3751787251038574
AF388449,Pibrentasvir,1.3751787251038574
AF388449,Velpatasvir,1.3751787251038574
AF388449,Asunaprevir,1.3751787251038574
AF388449,Grazoprevir,1.3751787251038574
AF388449,Elbasvir,1.3751787251038574
AF388449,Hepatitis A Vaccine,1.3751787251038574
AF388449,Dasabuvir,1.3751787251038574
AF388449,Ledipasvir,1.3751787251038574
AF388449,Boceprevir,1.3751787251038574
AF388449,CTS-1027,1.3064197888486644
AF388449,Telaprevir,1.3751787251038574
AF388449,Buprenorphine,1.3751787251038574
AF388449,Methadone,1.3751787251038574
AF388449,Peginterferon alfa-2b,1.3751787251038574
AF388449,Peginterferon alfa-2a,1.3751787251038574
AF346875,"Rabies virus inactivated antigen, A",1.2860059507521358
AY257086,Glecaprevir,1.3765692218297259
AY257086,Pibrentasvir,1.3765692218297259
AY257086,Velpatasvir,1.3765692218297259
AY257086,Asunaprevir,1.3765692218297259
AY257086,Grazoprevir,1.3765692218297259
AY257086,Elbasvir,1.3765692218297259
AY257086,Hepatitis A Vaccine,1.3765692218297259
AY257086,Dasabuvir,1.3765692218297259
AY257086,Ledipasvir,1.3765692218297259
AY257086,Boceprevir,1.3765692218297259
AY257086,CTS-1027,1.3077407607382396
AY257086,Telaprevir,1.3765692218297259
AY257086,Buprenorphine,1.3765692218297259
AY257086,Methadone,1.3765692218297259
AY257086,Peginterferon alfa-2b,1.3765692218297259
AY257086,Peginterferon alfa-2a,1.3765692218297259
AY272703,Glecaprevir,1.3772074493516957
AY272703,Pibrentasvir,1.3772074493516957
AY272703,Velpatasvir,1.3772074493516957
AY272703,Asunaprevir,1.3772074493516957
AY272703,Grazoprevir,1.3772074493516957
AY272703,Elbasvir,1.3772074493516957
AY272703,Hepatitis A Vaccine,1.3772074493516957
AY272703,Dasabuvir,1.3772074493516957
AY272703,Ledipasvir,1.3772074493516957
AY272703,Boceprevir,1.3772074493516957
AY272703,CTS-1027,1.3083470768841108
AY272703,Telaprevir,1.3772074493516957
AY272703,Buprenorphine,1.3772074493516957
AY272703,Methadone,1.3772074493516957
AY272703,Peginterferon alfa-2b,1.3772074493516957
AY272703,Peginterferon alfa-2a,1.3772074493516957
AY391582,Glecaprevir,1.3784253547467071
AY391582,Pibrentasvir,1.3784253547467071
AY391582,Velpatasvir,1.3784253547467071
AY391582,Asunaprevir,1.3784253547467071
AY391582,Grazoprevir,1.3784253547467071
AY391582,Elbasvir,1.3784253547467071
AY391582,Hepatitis A Vaccine,1.3784253547467071
AY391582,Dasabuvir,1.3784253547467071
AY391582,Ledipasvir,1.3784253547467071
AY391582,Boceprevir,1.3784253547467071
AY391582,CTS-1027,1.3095040870093713
AY391582,Telaprevir,1.3784253547467071
AY391582,Buprenorphine,1.3784253547467071
AY391582,Methadone,1.3784253547467071
AY391582,Peginterferon alfa-2b,1.3784253547467071
AY391582,Peginterferon alfa-2a,1.3784253547467071
MF109882,Glecaprevir,1.3788576412774225
MF109882,Pibrentasvir,1.3788576412774225
MF109882,Velpatasvir,1.3788576412774225
MF109882,Asunaprevir,1.3788576412774225
MF109882,Grazoprevir,1.3788576412774225
MF109882,Elbasvir,1.3788576412774225
MF109882,Hepatitis A Vaccine,1.3788576412774225
MF109882,Dasabuvir,1.3788576412774225
MF109882,Ledipasvir,1.3788576412774225
MF109882,Boceprevir,1.3788576412774225
MF109882,CTS-1027,1.3099147592135512
MF109882,Telaprevir,1.3788576412774225
MF109882,Buprenorphine,1.3788576412774225
MF109882,Methadone,1.3788576412774225
MF109882,Peginterferon alfa-2b,1.3788576412774225
MF109882,Peginterferon alfa-2a,1.3788576412774225
AY272706,Glecaprevir,1.37935591968896
AY272706,Pibrentasvir,1.37935591968896
AY272706,Velpatasvir,1.37935591968896
AY272706,Asunaprevir,1.37935591968896
AY272706,Grazoprevir,1.37935591968896
AY272706,Elbasvir,1.37935591968896
AY272706,Hepatitis A Vaccine,1.37935591968896
AY272706,Dasabuvir,1.37935591968896
AY272706,Ledipasvir,1.37935591968896
AY272706,Boceprevir,1.37935591968896
AY272706,CTS-1027,1.310388123704512
AY272706,Telaprevir,1.37935591968896
AY272706,Buprenorphine,1.37935591968896
AY272706,Methadone,1.37935591968896
AY272706,Peginterferon alfa-2b,1.37935591968896
AY272706,Peginterferon alfa-2a,1.37935591968896
AY194613,Glecaprevir,1.3798905524817768
AY194613,Pibrentasvir,1.3798905524817768
AY194613,Velpatasvir,1.3798905524817768
AY194613,Asunaprevir,1.3798905524817768
AY194613,Grazoprevir,1.3798905524817768
AY194613,Elbasvir,1.3798905524817768
AY194613,Hepatitis A Vaccine,1.3798905524817768
AY194613,Dasabuvir,1.3798905524817768
AY194613,Ledipasvir,1.3798905524817768
AY194613,Boceprevir,1.3798905524817768
AY194613,CTS-1027,1.310896024857688
AY194613,Telaprevir,1.3798905524817768
AY194613,Buprenorphine,1.3798905524817768
AY194613,Methadone,1.3798905524817768
AY194613,Peginterferon alfa-2b,1.3798905524817768
AY194613,Peginterferon alfa-2a,1.3798905524817768
LC468764,Rotavirus vaccine,1.4600810688037684
AF515979,Glecaprevir,1.3803168215801132
AF515979,Pibrentasvir,1.3803168215801132
AF515979,Velpatasvir,1.3803168215801132
AF515979,Asunaprevir,1.3803168215801132
AF515979,Grazoprevir,1.3803168215801132
AF515979,Elbasvir,1.3803168215801132
AF515979,Hepatitis A Vaccine,1.3803168215801132
AF515979,Dasabuvir,1.3803168215801132
AF515979,Ledipasvir,1.3803168215801132
AF515979,Boceprevir,1.3803168215801132
AF515979,CTS-1027,1.3113009805011069
AF515979,Telaprevir,1.3803168215801132
AF515979,Buprenorphine,1.3803168215801132
AF515979,Methadone,1.3803168215801132
AF515979,Peginterferon alfa-2b,1.3803168215801132
AF515979,Peginterferon alfa-2a,1.3803168215801132
KX112687,Glecaprevir,1.3822295508449742
KX112687,Pibrentasvir,1.3822295508449742
KX112687,Velpatasvir,1.3822295508449742
KX112687,Asunaprevir,1.3822295508449742
KX112687,Grazoprevir,1.3822295508449742
KX112687,Elbasvir,1.3822295508449742
KX112687,Hepatitis A Vaccine,1.3822295508449742
KX112687,Dasabuvir,1.3822295508449742
KX112687,Ledipasvir,1.3822295508449742
KX112687,Boceprevir,1.3822295508449742
KX112687,CTS-1027,1.3131180733027257
KX112687,Telaprevir,1.3822295508449742
KX112687,Buprenorphine,1.3822295508449742
KX112687,Methadone,1.3822295508449742
KX112687,Peginterferon alfa-2b,1.3822295508449742
KX112687,Peginterferon alfa-2a,1.3822295508449742
AY306443,Glecaprevir,1.3827954189843041
AY306443,Pibrentasvir,1.3827954189843041
AY306443,Velpatasvir,1.3827954189843041
AY306443,Asunaprevir,1.3827954189843041
AY306443,Grazoprevir,1.3827954189843041
AY306443,Elbasvir,1.3827954189843041
AY306443,Hepatitis A Vaccine,1.3827954189843041
AY306443,Dasabuvir,1.3827954189843041
AY306443,Ledipasvir,1.3827954189843041
AY306443,Boceprevir,1.3827954189843041
AY306443,CTS-1027,1.3136556480350887
AY306443,Telaprevir,1.3827954189843041
AY306443,Buprenorphine,1.3827954189843041
AY306443,Methadone,1.3827954189843041
AY306443,Peginterferon alfa-2b,1.3827954189843041
AY306443,Peginterferon alfa-2a,1.3827954189843041
AM502620,Glecaprevir,1.3833449328882603
AM502620,Pibrentasvir,1.3833449328882603
AM502620,Velpatasvir,1.3833449328882603
AM502620,Asunaprevir,1.3833449328882603
AM502620,Grazoprevir,1.3833449328882603
AM502620,Elbasvir,1.3833449328882603
AM502620,Hepatitis A Vaccine,1.3833449328882603
AM502620,Dasabuvir,1.3833449328882603
AM502620,Ledipasvir,1.3833449328882603
AM502620,Boceprevir,1.3833449328882603
AM502620,CTS-1027,1.3141776862438477
AM502620,Telaprevir,1.3833449328882603
AM502620,Buprenorphine,1.3833449328882603
AM502620,Methadone,1.3833449328882603
AM502620,Peginterferon alfa-2b,1.3833449328882603
AM502620,Peginterferon alfa-2a,1.3833449328882603
AY170245,"Rabies virus inactivated antigen, A",1.294637353792855
LC105224,Rotavirus vaccine,1.4641409501438387
AY272477,Glecaprevir,1.3839990949925594
AY272477,Pibrentasvir,1.3839990949925594
AY272477,Velpatasvir,1.3839990949925594
AY272477,Asunaprevir,1.3839990949925594
AY272477,Grazoprevir,1.3839990949925594
AY272477,Elbasvir,1.3839990949925594
AY272477,Hepatitis A Vaccine,1.3839990949925594
AY272477,Dasabuvir,1.3839990949925594
AY272477,Ledipasvir,1.3839990949925594
AY272477,Boceprevir,1.3839990949925594
AY272477,CTS-1027,1.3147991402429309
AY272477,Telaprevir,1.3839990949925594
AY272477,Buprenorphine,1.3839990949925594
AY272477,Methadone,1.3839990949925594
AY272477,Peginterferon alfa-2b,1.3839990949925594
AY272477,Peginterferon alfa-2a,1.3839990949925594
MH403156,Rotavirus vaccine,1.4650113992863512
AF207480,Glecaprevir,1.3851461722731981
AF207480,Pibrentasvir,1.3851461722731981
AF207480,Velpatasvir,1.3851461722731981
AF207480,Asunaprevir,1.3851461722731981
AF207480,Grazoprevir,1.3851461722731981
AF207480,Elbasvir,1.3851461722731981
AF207480,Hepatitis A Vaccine,1.3851461722731981
AF207480,Dasabuvir,1.3851461722731981
AF207480,Ledipasvir,1.3851461722731981
AF207480,Boceprevir,1.3851461722731981
AF207480,CTS-1027,1.315888863659538
AF207480,Telaprevir,1.3851461722731981
AF207480,Buprenorphine,1.3851461722731981
AF207480,Methadone,1.3851461722731981
AF207480,Peginterferon alfa-2b,1.3851461722731981
AF207480,Peginterferon alfa-2a,1.3851461722731981
AY379601,Glecaprevir,1.3851864552735078
AY379601,Pibrentasvir,1.3851864552735078
AY379601,Velpatasvir,1.3851864552735078
AY379601,Asunaprevir,1.3851864552735078
AY379601,Grazoprevir,1.3851864552735078
AY379601,Elbasvir,1.3851864552735078
AY379601,Hepatitis A Vaccine,1.3851864552735078
AY379601,Dasabuvir,1.3851864552735078
AY379601,Ledipasvir,1.3851864552735078
AY379601,Boceprevir,1.3851864552735078
AY379601,CTS-1027,1.3159271325098325
AY379601,Telaprevir,1.3851864552735078
AY379601,Buprenorphine,1.3851864552735078
AY379601,Methadone,1.3851864552735078
AY379601,Peginterferon alfa-2b,1.3851864552735078
AY379601,Peginterferon alfa-2a,1.3851864552735078
AF207375,Glecaprevir,1.3866273075940379
AF207375,Pibrentasvir,1.3866273075940379
AF207375,Velpatasvir,1.3866273075940379
AF207375,Asunaprevir,1.3866273075940379
AF207375,Grazoprevir,1.3866273075940379
AF207375,Elbasvir,1.3866273075940379
AF207375,Hepatitis A Vaccine,1.3866273075940379
AF207375,Dasabuvir,1.3866273075940379
AF207375,Ledipasvir,1.3866273075940379
AF207375,Boceprevir,1.3866273075940379
AF207375,CTS-1027,1.3172959422143362
AF207375,Telaprevir,1.3866273075940379
AF207375,Buprenorphine,1.3866273075940379
AF207375,Methadone,1.3866273075940379
AF207375,Peginterferon alfa-2b,1.3866273075940379
AF207375,Peginterferon alfa-2a,1.3866273075940379
AY600790,Glecaprevir,1.386975966580822
AY600790,Pibrentasvir,1.386975966580822
AY600790,Velpatasvir,1.386975966580822
AY600790,Asunaprevir,1.386975966580822
AY600790,Grazoprevir,1.386975966580822
AY600790,Elbasvir,1.386975966580822
AY600790,Hepatitis A Vaccine,1.386975966580822
AY600790,Dasabuvir,1.386975966580822
AY600790,Ledipasvir,1.386975966580822
AY600790,Boceprevir,1.386975966580822
AY600790,CTS-1027,1.317627168251781
AY600790,Telaprevir,1.386975966580822
AY600790,Buprenorphine,1.386975966580822
AY600790,Methadone,1.386975966580822
AY600790,Peginterferon alfa-2b,1.386975966580822
AY600790,Peginterferon alfa-2a,1.386975966580822
AF107012,Measles virus strain enders' attenuated edmonston live antigen,1.4301820574742892
LC468499,Rotavirus vaccine,1.4687403623070143
AY306596,Glecaprevir,1.38859141341027
AY306596,Pibrentasvir,1.38859141341027
AY306596,Velpatasvir,1.38859141341027
AY306596,Asunaprevir,1.38859141341027
AY306596,Grazoprevir,1.38859141341027
AY306596,Elbasvir,1.38859141341027
AY306596,Hepatitis A Vaccine,1.38859141341027
AY306596,Dasabuvir,1.38859141341027
AY306596,Ledipasvir,1.38859141341027
AY306596,Boceprevir,1.38859141341027
AY306596,CTS-1027,1.3191618427397571
AY306596,Telaprevir,1.38859141341027
AY306596,Buprenorphine,1.38859141341027
AY306596,Methadone,1.38859141341027
AY306596,Peginterferon alfa-2b,1.38859141341027
AY306596,Peginterferon alfa-2a,1.38859141341027
KX112517,Glecaprevir,1.3893766578971285
KX112517,Pibrentasvir,1.3893766578971285
KX112517,Velpatasvir,1.3893766578971285
KX112517,Asunaprevir,1.3893766578971285
KX112517,Grazoprevir,1.3893766578971285
KX112517,Elbasvir,1.3893766578971285
KX112517,Hepatitis A Vaccine,1.3893766578971285
KX112517,Dasabuvir,1.3893766578971285
KX112517,Ledipasvir,1.3893766578971285
KX112517,Boceprevir,1.3893766578971285
KX112517,CTS-1027,1.3199078250022718
KX112517,Telaprevir,1.3893766578971285
KX112517,Buprenorphine,1.3893766578971285
KX112517,Methadone,1.3893766578971285
KX112517,Peginterferon alfa-2b,1.3893766578971285
KX112517,Peginterferon alfa-2a,1.3893766578971285
AY188154,Glecaprevir,1.3894059466094215
AY188154,Pibrentasvir,1.3894059466094215
AY188154,Velpatasvir,1.3894059466094215
AY188154,Asunaprevir,1.3894059466094215
AY188154,Grazoprevir,1.3894059466094215
AY188154,Elbasvir,1.3894059466094215
AY188154,Hepatitis A Vaccine,1.3894059466094215
AY188154,Dasabuvir,1.3894059466094215
AY188154,Ledipasvir,1.3894059466094215
AY188154,Boceprevir,1.3894059466094215
AY188154,CTS-1027,1.3199356492789505
AY188154,Telaprevir,1.3894059466094215
AY188154,Buprenorphine,1.3894059466094215
AY188154,Methadone,1.3894059466094215
AY188154,Peginterferon alfa-2b,1.3894059466094215
AY188154,Peginterferon alfa-2a,1.3894059466094215
LC468515,Rotavirus vaccine,1.4696375233117809
MG595930,Rotavirus vaccine,1.470151767998709
AY767747,Glecaprevir,1.3903745203679565
AY767747,Pibrentasvir,1.3903745203679565
AY767747,Velpatasvir,1.3903745203679565
AY767747,Asunaprevir,1.3903745203679565
AY767747,Grazoprevir,1.3903745203679565
AY767747,Elbasvir,1.3903745203679565
AY767747,Hepatitis A Vaccine,1.3903745203679565
AY767747,Dasabuvir,1.3903745203679565
AY767747,Ledipasvir,1.3903745203679565
AY767747,Boceprevir,1.3903745203679565
AY767747,CTS-1027,1.3208557943495585
AY767747,Telaprevir,1.3903745203679565
AY767747,Buprenorphine,1.3903745203679565
AY767747,Methadone,1.3903745203679565
AY767747,Peginterferon alfa-2b,1.3903745203679565
AY767747,Peginterferon alfa-2a,1.3903745203679565
MG451277,Rotavirus vaccine,1.470702137866358
AY311200,Glecaprevir,1.3905482514013268
AY311200,Pibrentasvir,1.3905482514013268
AY311200,Velpatasvir,1.3905482514013268
AY311200,Asunaprevir,1.3905482514013268
AY311200,Grazoprevir,1.3905482514013268
AY311200,Elbasvir,1.3905482514013268
AY311200,Hepatitis A Vaccine,1.3905482514013268
AY311200,Dasabuvir,1.3905482514013268
AY311200,Ledipasvir,1.3905482514013268
AY311200,Boceprevir,1.3905482514013268
AY311200,CTS-1027,1.3210208388312603
AY311200,Telaprevir,1.3905482514013268
AY311200,Buprenorphine,1.3905482514013268
AY311200,Methadone,1.3905482514013268
AY311200,Peginterferon alfa-2b,1.3905482514013268
AY311200,Peginterferon alfa-2a,1.3905482514013268
AB307618,"Rabies virus inactivated antigen, A",1.3014142504804391
AY340780,"Rabies virus inactivated antigen, A",1.3019704889006716
AY548728,Glecaprevir,1.392492993758602
AY548728,Pibrentasvir,1.392492993758602
AY548728,Velpatasvir,1.392492993758602
AY548728,Asunaprevir,1.392492993758602
AY548728,Grazoprevir,1.392492993758602
AY548728,Elbasvir,1.392492993758602
AY548728,Hepatitis A Vaccine,1.392492993758602
AY548728,Dasabuvir,1.392492993758602
AY548728,Ledipasvir,1.392492993758602
AY548728,Boceprevir,1.392492993758602
AY548728,CTS-1027,1.322868344070672
AY548728,Telaprevir,1.392492993758602
AY548728,Buprenorphine,1.392492993758602
AY548728,Methadone,1.392492993758602
AY548728,Peginterferon alfa-2b,1.392492993758602
AY548728,Peginterferon alfa-2a,1.392492993758602
AF207434,Glecaprevir,1.3931320950429216
AF207434,Pibrentasvir,1.3931320950429216
AF207434,Velpatasvir,1.3931320950429216
AF207434,Asunaprevir,1.3931320950429216
AF207434,Grazoprevir,1.3931320950429216
AF207434,Elbasvir,1.3931320950429216
AF207434,Hepatitis A Vaccine,1.3931320950429216
AF207434,Dasabuvir,1.3931320950429216
AF207434,Ledipasvir,1.3931320950429216
AF207434,Boceprevir,1.3931320950429216
AF207434,CTS-1027,1.3234754902907755
AF207434,Telaprevir,1.3931320950429216
AF207434,Buprenorphine,1.3931320950429216
AF207434,Methadone,1.3931320950429216
AF207434,Peginterferon alfa-2b,1.3931320950429216
AF207434,Peginterferon alfa-2a,1.3931320950429216
AF210932,Glecaprevir,1.3932431308615798
AF210932,Pibrentasvir,1.3932431308615798
AF210932,Velpatasvir,1.3932431308615798
AF210932,Asunaprevir,1.3932431308615798
AF210932,Grazoprevir,1.3932431308615798
AF210932,Elbasvir,1.3932431308615798
AF210932,Hepatitis A Vaccine,1.3932431308615798
AF210932,Dasabuvir,1.3932431308615798
AF210932,Ledipasvir,1.3932431308615798
AF210932,Boceprevir,1.3932431308615798
AF210932,CTS-1027,1.3235809743185007
AF210932,Telaprevir,1.3932431308615798
AF210932,Buprenorphine,1.3932431308615798
AF210932,Methadone,1.3932431308615798
AF210932,Peginterferon alfa-2b,1.3932431308615798
AF210932,Peginterferon alfa-2a,1.3932431308615798
AF339319,Glecaprevir,1.3933322150284555
AF339319,Pibrentasvir,1.3933322150284555
AF339319,Velpatasvir,1.3933322150284555
AF339319,Asunaprevir,1.3933322150284555
AF339319,Grazoprevir,1.3933322150284555
AF339319,Elbasvir,1.3933322150284555
AF339319,Hepatitis A Vaccine,1.3933322150284555
AF339319,Dasabuvir,1.3933322150284555
AF339319,Ledipasvir,1.3933322150284555
AF339319,Boceprevir,1.3933322150284555
AF339319,CTS-1027,1.323665604277033
AF339319,Telaprevir,1.3933322150284555
AF339319,Buprenorphine,1.3933322150284555
AF339319,Methadone,1.3933322150284555
AF339319,Peginterferon alfa-2b,1.3933322150284555
AF339319,Peginterferon alfa-2a,1.3933322150284555
LC131568,Glecaprevir,1.3936687809231942
LC131568,Pibrentasvir,1.3936687809231942
LC131568,Velpatasvir,1.3936687809231942
LC131568,Asunaprevir,1.3936687809231942
LC131568,Grazoprevir,1.3936687809231942
LC131568,Elbasvir,1.3936687809231942
LC131568,Hepatitis A Vaccine,1.3936687809231942
LC131568,Dasabuvir,1.3936687809231942
LC131568,Ledipasvir,1.3936687809231942
LC131568,Boceprevir,1.3936687809231942
LC131568,CTS-1027,1.3239853418770344
LC131568,Telaprevir,1.3936687809231942
LC131568,Buprenorphine,1.3936687809231942
LC131568,Methadone,1.3936687809231942
LC131568,Peginterferon alfa-2b,1.3936687809231942
LC131568,Peginterferon alfa-2a,1.3936687809231942
AY306655,Glecaprevir,1.3937269314160856
AY306655,Pibrentasvir,1.3937269314160856
AY306655,Velpatasvir,1.3937269314160856
AY306655,Asunaprevir,1.3937269314160856
AY306655,Grazoprevir,1.3937269314160856
AY306655,Elbasvir,1.3937269314160856
AY306655,Hepatitis A Vaccine,1.3937269314160856
AY306655,Dasabuvir,1.3937269314160856
AY306655,Ledipasvir,1.3937269314160856
AY306655,Boceprevir,1.3937269314160856
AY306655,CTS-1027,1.3240405848452812
AY306655,Telaprevir,1.3937269314160856
AY306655,Buprenorphine,1.3937269314160856
AY306655,Methadone,1.3937269314160856
AY306655,Peginterferon alfa-2b,1.3937269314160856
AY306655,Peginterferon alfa-2a,1.3937269314160856
AF379125,Glecaprevir,1.3938469133037759
AF379125,Pibrentasvir,1.3938469133037759
AF379125,Velpatasvir,1.3938469133037759
AF379125,Asunaprevir,1.3938469133037759
AF379125,Grazoprevir,1.3938469133037759
AF379125,Elbasvir,1.3938469133037759
AF379125,Hepatitis A Vaccine,1.3938469133037759
AF379125,Dasabuvir,1.3938469133037759
AF379125,Ledipasvir,1.3938469133037759
AF379125,Boceprevir,1.3938469133037759
AF379125,CTS-1027,1.3241545676385873
